,neighbourhood_cleansed,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,Home or apt,Hotel room,Private room,Shared room,Private Bath,Shared Bath,bathrooms_number,amenities,not_a_superhost,superhost
4621,25345.0,4,1.0,4.0,30.0,4,16,1,0,0,0,1,0,1.0,17.0,1,0
4622,32190.0,4,2.0,2.0,500.0,3,0,1,0,0,0,1,0,1.5,14.0,1,0
4623,48959.0,4,2.0,2.0,200.0,2,0,1,0,0,0,1,0,2.0,15.0,1,0
4624,165084.0,3,1.0,1.0,30.0,1,147,1,0,0,0,1,0,1.0,17.0,1,0
4625,68915.0,4,1.0,1.0,26.0,1,32,1,0,0,0,1,0,1.0,20.0,1,0
4626,38531.0,5,2.0,4.0,95.0,2,0,1,0,0,0,1,0,1.0,9.0,1,0
4627,15856.0,6,3.0,6.0,100.0,1,0,1,0,0,0,1,0,1.0,9.0,1,0
4628,68915.0,3,1.0,1.0,60.0,2,82,1,0,0,0,1,0,1.0,20.0,1,0
4629,32190.0,4,1.0,3.0,55.0,28,14,1,0,0,0,1,0,1.0,18.0,0,1
4630,16742.0,2,1.0,1.0,24.0,28,49,1,0,0,0,1,0,1.0,19.0,1,0
4631,2011.0,3,1.0,2.0,35.0,28,4,1,0,0,0,1,0,1.0,19.0,1,0
4632,24405.0,5,2.0,2.0,70.0,1,22,1,0,0,0,1,0,1.0,19.0,0,1
4633,25392.0,4,1.0,2.0,59.0,1,16,1,0,0,0,1,0,1.0,19.0,1,0
4634,15856.0,4,1.0,3.0,40.0,2,61,1,0,0,0,1,0,1.0,19.0,0,1
4635,80939.0,2,1.0,1.0,57.0,2,0,1,0,0,0,1,0,1.0,11.0,1,0
4636,38531.0,3,1.0,2.0,26.0,1,37,1,0,0,0,1,0,1.0,18.0,1,0
4637,68915.0,8,3.0,4.0,226.0,1,25,1,0,0,0,1,0,2.0,8.0,0,1
4638,15856.0,4,1.0,2.0,35.0,1,48,1,0,0,0,1,0,1.0,20.0,1,0
4639,25345.0,4,1.0,1.0,169.0,1,7,1,0,0,0,1,0,1.0,12.0,1,0
4640,32190.0,3,1.0,2.0,72.0,1,14,1,0,0,0,1,0,1.0,20.0,0,1
4641,3508.0,3,1.0,4.0,23.0,1,102,1,0,0,0,1,0,1.0,19.0,0,1
4642,4509.0,6,2.0,2.0,55.0,1,10,1,0,0,0,1,0,1.5,9.0,1,0
4643,80939.0,4,2.0,3.0,38.0,1,115,1,0,0,0,1,0,1.0,18.0,0,1
4644,8220.0,1,1.0,1.0,18.0,1,11,0,0,0,1,0,1,1.0,16.0,1,0
4645,80939.0,4,1.0,1.0,55.0,2,25,1,0,0,0,1,0,1.0,19.0,0,1
4646,1918.0,2,1.0,1.0,24.0,2,33,1,0,0,0,1,0,1.0,14.0,0,1
4647,68915.0,2,1.0,0.0,40.0,2,99,1,0,0,0,1,0,1.0,13.0,1,0
4648,165084.0,12,2.0,7.0,136.0,1,30,1,0,0,0,1,0,2.0,19.0,0,1
4649,165084.0,4,1.0,1.0,110.0,2,11,1,0,0,0,1,0,1.5,18.0,1,0
4650,11762.0,3,2.0,2.0,30.0,2,76,1,0,0,0,1,0,1.0,18.0,0,1
4651,5541.0,4,1.0,3.0,28.0,1,9,1,0,0,0,1,0,1.0,20.0,1,0
4652,165084.0,8,2.0,2.0,117.0,3,0,1,0,0,0,1,0,2.0,19.0,0,1
4653,80939.0,4,2.0,2.0,60.0,4,39,1,0,0,0,1,0,2.0,19.0,1,0
4654,25345.0,4,1.0,1.0,41.0,2,8,1,0,0,0,1,0,1.0,19.0,1,0
4655,25392.0,6,2.0,3.0,47.0,2,24,1,0,0,0,1,0,1.0,18.0,1,0
4656,5541.0,2,1.0,1.0,38.0,5,4,1,0,0,0,1,0,1.0,13.0,1,0
4657,80939.0,4,2.0,3.0,52.0,2,88,1,0,0,0,1,0,1.0,19.0,1,0
4658,165084.0,3,1.0,3.0,50.0,3,22,1,0,0,0,1,0,1.0,17.0,1,0
4659,165084.0,1,1.0,1.0,45.0,1,1,0,0,1,0,1,0,1.0,7.0,1,0
4660,38531.0,2,1.0,2.0,70.0,1,0,0,0,1,0,1,0,1.0,7.0,1,0
4661,25345.0,5,3.0,4.0,70.0,2,21,1,0,0,0,1,0,1.5,18.0,1,0
4662,165084.0,3,1.0,3.0,80.0,1,0,0,0,1,0,1,0,1.0,8.0,1,0
4663,165084.0,3,1.0,2.0,150.0,1,0,0,0,1,0,1,0,1.0,8.0,1,0
4664,165084.0,4,1.0,2.0,100.0,1,0,0,0,1,0,1,0,1.0,8.0,1,0
4665,23411.0,6,2.0,3.0,55.0,4,43,1,0,0,0,1,0,2.0,18.0,1,0
4666,38531.0,5,2.0,3.0,93.0,2,63,1,0,0,0,1,0,2.0,16.0,0,1
4667,3906.0,3,3.0,1.0,50.0,2,0,1,0,0,0,1,0,2.0,8.0,1,0
4668,3906.0,2,1.0,1.0,28.0,3,9,1,0,0,0,1,0,1.0,15.0,1,0
4669,25392.0,3,2.0,2.0,40.0,2,1,1,0,0,0,1,0,1.0,15.0,1,0
4670,25345.0,4,2.0,2.0,55.0,1,36,1,0,0,0,1,0,1.0,18.0,0,1
4671,165084.0,3,1.0,1.0,80.0,2,0,1,0,0,0,1,0,1.5,15.0,1,0
4672,25392.0,9,4.0,6.0,147.0,2,42,1,0,0,0,1,0,3.0,20.0,0,1
4673,2683.0,3,1.0,2.0,26.0,2,48,1,0,0,0,1,0,1.0,20.0,0,1
4674,165084.0,8,3.0,4.0,95.0,1,43,1,0,0,0,1,0,1.0,16.0,1,0
4675,48959.0,6,3.0,3.0,40.0,2,106,1,0,0,0,1,0,1.5,19.0,1,0
4676,33086.0,4,1.0,2.0,80.0,2,9,1,0,0,0,1,0,2.5,15.0,1,0
4677,68915.0,6,2.0,2.0,79.0,1,59,1,0,0,0,1,0,1.5,18.0,0,1
4678,2591.0,4,1.0,1.0,30.0,2,93,1,0,0,0,1,0,1.0,18.0,0,1
4679,33086.0,2,1.0,1.0,60.0,2,14,1,0,0,0,1,0,1.0,13.0,1,0
4680,8622.0,4,1.0,3.0,72.0,1,7,1,0,0,0,1,0,1.0,19.0,0,1
4681,68915.0,4,1.0,2.0,96.0,1,36,1,0,0,0,1,0,1.0,17.0,0,1
4682,24405.0,4,2.0,3.0,55.0,2,2,1,0,0,0,1,0,1.0,10.0,1,0
4683,80939.0,4,1.0,2.0,40.0,2,2,1,0,0,0,1,0,1.0,19.0,0,1
4684,8622.0,3,1.0,2.0,25.0,7,5,1,0,0,0,1,0,1.0,18.0,1,0
4685,68915.0,5,2.0,4.0,81.0,2,72,1,0,0,0,1,0,1.5,19.0,0,1
4686,38531.0,4,1.0,2.0,200.0,2,52,1,0,0,0,1,0,1.0,20.0,1,0
4687,10103.0,5,2.0,5.0,50.0,3,1,1,0,0,0,1,0,1.0,12.0,1,0
4688,32190.0,4,1.0,1.0,106.0,1,54,1,0,0,0,1,0,1.0,19.0,0,1
4689,3906.0,4,1.0,4.0,40.0,1,2,1,0,0,0,1,0,1.0,18.0,1,0
4690,4603.0,4,1.0,2.0,44.0,2,22,1,0,0,0,1,0,1.0,19.0,0,1
4691,15856.0,6,2.0,3.0,35.0,3,44,1,0,0,0,1,0,1.0,18.0,1,0
4692,68915.0,4,1.0,4.0,35.0,1,23,1,0,0,0,1,0,1.0,19.0,1,0
4693,38531.0,3,1.0,2.0,35.0,1,213,1,0,0,0,1,0,1.0,6.0,0,1
4694,28598.0,2,1.0,1.0,39.0,2,15,1,0,0,0,1,0,1.0,18.0,0,1
4695,6160.0,4,1.0,3.0,32.0,2,11,1,0,0,0,1,0,1.0,17.0,0,1
4696,2011.0,4,1.0,4.0,30.0,2,16,1,0,0,0,1,0,1.5,20.0,0,1
4697,24405.0,4,1.0,2.0,51.0,2,53,1,0,0,0,1,0,1.0,16.0,0,1
4698,25345.0,4,1.0,2.0,120.0,1,21,1,0,0,0,1,0,1.0,19.0,0,1
4699,68915.0,3,1.0,2.0,45.0,2,1,1,0,0,0,1,0,1.0,20.0,1,0
4700,8220.0,4,1.0,2.0,55.0,3,0,1,0,0,0,1,0,1.0,12.0,1,0
4701,3509.0,4,1.0,1.0,35.0,2,3,1,0,0,0,1,0,1.0,18.0,1,0
4702,8220.0,4,2.0,2.0,30.0,5,0,1,0,0,0,1,0,1.0,18.0,1,0
4703,32190.0,10,4.0,7.0,168.0,2,34,1,0,0,0,1,0,3.0,18.0,1,0
4704,48959.0,6,2.0,3.0,69.0,2,29,1,0,0,0,1,0,1.0,19.0,1,0
4705,165084.0,4,1.0,1.0,82.0,1,129,1,0,0,0,1,0,1.5,19.0,1,0
4706,16742.0,2,1.0,1.0,47.0,2,61,1,0,0,0,1,0,1.0,17.0,0,1
4707,28598.0,4,1.0,2.0,29.0,2,89,1,0,0,0,1,0,1.0,20.0,0,1
4708,25345.0,6,2.0,4.0,59.0,1,42,1,0,0,0,1,0,2.0,19.0,1,0
4709,25345.0,5,2.0,3.0,79.0,2,20,1,0,0,0,1,0,1.0,16.0,1,0
4710,3906.0,5,2.0,4.0,50.0,3,37,1,0,0,0,1,0,1.0,16.0,0,1
4711,68915.0,6,2.0,2.0,98.0,2,3,1,0,0,0,1,0,1.0,18.0,1,0
4712,165084.0,6,3.0,4.0,66.0,2,2,1,0,0,0,1,0,3.0,9.0,1,0
4713,12424.0,4,2.0,3.0,45.0,1,16,1,0,0,0,1,0,1.0,18.0,1,0
4714,80939.0,6,3.0,4.0,80.0,2,0,1,0,0,0,1,0,2.0,10.0,1,0
4715,48959.0,4,1.0,2.0,94.0,1,26,1,0,0,0,1,0,1.5,18.0,1,0
4716,3508.0,4,1.0,1.0,38.0,1,23,1,0,0,0,1,0,1.5,17.0,0,1
4717,15856.0,3,1.0,1.0,30.0,15,31,1,0,0,0,1,0,1.0,18.0,1,0
4718,680.0,2,2.0,2.0,40.0,20,0,0,0,1,0,0,1,1.0,8.0,1,0
4719,680.0,4,2.0,2.0,40.0,20,0,1,0,0,0,1,0,1.0,5.0,1,0
4720,5541.0,2,1.0,1.0,23.0,3,26,1,0,0,0,1,0,1.0,19.0,1,0
4721,4603.0,4,1.0,2.0,45.0,2,19,1,0,0,0,1,0,1.0,17.0,0,1
4722,10257.0,8,3.0,3.0,55.0,4,11,1,0,0,0,1,0,2.0,17.0,1,0
4723,80939.0,4,1.0,2.0,25.0,1,100,1,0,0,0,1,0,1.0,19.0,0,1
4724,6160.0,4,1.0,2.0,30.0,1,2,1,0,0,0,1,0,1.0,18.0,0,1
4725,680.0,2,1.0,1.0,29.0,3,73,1,0,0,0,1,0,1.0,18.0,1,0
4726,165084.0,9,3.0,5.0,119.0,1,49,1,0,0,0,1,0,2.0,20.0,0,1
4727,165084.0,2,1.0,1.0,30.0,2,16,0,0,1,0,1,0,1.0,10.0,0,1
4728,80939.0,5,1.0,2.0,39.0,1,59,1,0,0,0,1,0,1.0,20.0,1,0
4729,165084.0,2,1.0,1.0,149.0,2,0,1,0,0,0,1,0,1.0,19.0,1,0
4730,23411.0,2,1.0,0.0,44.0,2,7,1,0,0,0,1,0,1.0,18.0,0,1
4731,28598.0,6,2.0,4.0,66.0,1,41,1,0,0,0,1,0,1.0,20.0,1,0
4732,15856.0,4,1.0,2.0,33.0,2,29,1,0,0,0,1,0,1.0,19.0,0,1
4733,15856.0,4,2.0,4.0,60.0,7,3,1,0,0,0,1,0,1.5,19.0,1,0
4734,68915.0,2,2.0,2.0,19.0,60,0,1,0,0,0,1,0,1.0,17.0,1,0
4735,165084.0,6,2.0,2.0,55.0,1,103,1,0,0,0,1,0,1.0,13.0,1,0
4736,3906.0,5,2.0,4.0,38.0,2,18,1,0,0,0,1,0,1.0,19.0,0,1
4737,10552.0,3,1.0,2.0,37.0,1,39,1,0,0,0,1,0,1.0,18.0,1,0
4738,25392.0,1,1.0,1.0,22.0,1,0,0,0,1,0,0,1,1.5,10.0,1,0
4739,4509.0,5,2.0,2.0,51.0,2,10,1,0,0,0,1,0,1.0,18.0,1,0
4740,33086.0,4,1.0,1.0,78.0,2,20,1,0,0,0,1,0,1.0,19.0,1,0
4741,68915.0,3,1.0,2.0,25.0,1,16,1,0,0,0,1,0,1.0,14.0,0,1
4742,22164.0,4,1.0,1.0,37.0,1,26,1,0,0,0,1,0,1.0,18.0,1,0
4743,48959.0,2,1.0,1.0,39.0,2,0,1,0,0,0,1,0,1.0,18.0,1,0
4744,2011.0,4,1.0,2.0,34.0,1,4,1,0,0,0,1,0,1.0,19.0,1,0
4745,165084.0,4,1.0,2.0,17.0,1,97,0,0,1,0,0,1,3.0,14.0,1,0
4746,165084.0,2,1.0,1.0,27.0,2,56,1,0,0,0,1,0,1.5,17.0,0,1
4747,165084.0,3,1.0,2.0,17.0,1,68,0,0,1,0,0,1,3.0,14.0,1,0
4748,165084.0,4,1.0,2.0,114.0,1,4,1,0,0,0,1,0,1.0,20.0,0,1
4749,165084.0,4,1.0,2.0,17.0,1,95,0,0,1,0,0,1,3.0,14.0,1,0
4750,38531.0,16,10.0,16.0,340.0,2,11,1,0,0,0,1,0,5.0,14.0,1,0
4751,2591.0,2,1.0,1.0,35.0,1,32,1,0,0,0,1,0,1.0,16.0,0,1
4752,165084.0,4,1.0,2.0,17.0,1,109,0,0,1,0,0,1,3.0,14.0,1,0
4753,165084.0,3,1.0,2.0,16.0,1,108,0,0,1,0,0,1,3.0,14.0,1,0
4754,165084.0,3,1.0,2.0,15.0,1,87,0,0,1,0,0,1,3.0,14.0,1,0
4755,165084.0,3,1.0,2.0,13.0,1,124,0,0,1,0,0,1,3.0,13.0,1,0
4756,38531.0,6,2.0,5.0,25.0,2,29,1,0,0,0,1,0,1.0,18.0,1,0
4757,6160.0,4,1.0,2.0,60.0,7,0,1,0,0,0,1,0,1.0,5.0,1,0
4758,28598.0,4,2.0,2.0,52.0,1,1,1,0,0,0,1,0,1.0,19.0,1,0
4759,38531.0,15,6.0,8.0,260.0,2,8,1,0,0,0,1,0,3.0,17.0,1,0
4760,165084.0,5,2.0,3.0,68.0,1,99,1,0,0,0,1,0,1.0,17.0,0,1
4761,80939.0,4,1.0,3.0,80.0,1,142,1,0,0,0,1,0,1.5,19.0,1,0
4762,25392.0,2,2.0,2.0,30.0,1,9,1,0,0,0,1,0,1.5,18.0,1,0
4763,24405.0,3,1.0,2.0,21.0,2,141,1,0,0,0,1,0,1.5,15.0,1,0
4764,25392.0,4,2.0,2.0,25.0,1,54,1,0,0,0,1,0,1.0,19.0,1,0
4765,6160.0,2,1.0,1.0,47.0,3,18,1,0,0,0,1,0,1.0,18.0,0,1
4766,33086.0,3,1.0,1.0,34.0,2,118,1,0,0,0,1,0,1.0,7.0,0,1
4767,165084.0,3,1.0,1.0,100.0,2,95,1,0,0,0,1,0,1.0,18.0,0,1
4768,2683.0,2,1.0,1.0,42.0,1,5,1,0,0,0,1,0,1.0,14.0,1,0
4769,68915.0,4,2.0,3.0,82.0,1,3,1,0,0,0,1,0,1.0,14.0,0,1
4770,8622.0,4,1.0,2.0,50.0,2,9,1,0,0,0,1,0,1.0,18.0,0,1
4771,25392.0,2,1.0,1.0,25.0,5,0,0,0,1,0,0,1,1.0,13.0,1,0
4772,24405.0,2,1.0,1.0,50.0,1,18,1,0,0,0,1,0,1.0,14.0,1,0
4773,15856.0,4,1.0,4.0,33.0,3,1,1,0,0,0,1,0,1.0,19.0,1,0
4774,24405.0,2,2.0,2.0,85.0,4,65,1,0,0,0,1,0,1.0,13.0,0,1
4775,165084.0,5,2.0,3.0,170.0,1,1,1,0,0,0,1,0,1.0,12.0,1,0
4776,165084.0,4,1.0,2.0,153.0,1,5,1,0,0,0,1,0,1.0,10.0,1,0
4777,165084.0,2,1.0,1.0,136.0,1,2,0,0,1,0,1,0,1.0,11.0,1,0
4778,25345.0,6,2.0,2.0,79.0,2,51,1,0,0,0,1,0,2.0,16.0,1,0
4779,80939.0,4,2.0,2.0,65.0,3,71,1,0,0,0,1,0,1.0,19.0,0,1
4780,1918.0,2,2.0,2.0,40.0,1,0,1,0,0,0,1,0,1.0,14.0,1,0
4781,10552.0,7,4.0,5.0,200.0,2,0,1,0,0,0,1,0,2.5,19.0,1,0
4782,6160.0,6,2.0,2.0,93.0,3,0,1,0,0,0,1,0,1.0,10.0,1,0
4783,3906.0,3,2.0,2.0,30.0,2,8,0,0,1,0,1,0,1.0,19.0,1,0
4784,22164.0,2,1.0,1.0,35.0,1,222,1,0,0,0,1,0,1.0,19.0,0,1
4785,38531.0,6,2.0,3.0,64.0,1,1,1,0,0,0,1,0,1.0,19.0,1,0
4786,80939.0,3,1.0,2.0,39.0,1,182,1,0,0,0,1,0,1.0,20.0,0,1
4787,22164.0,4,1.0,1.0,32.0,1,188,1,0,0,0,1,0,1.0,19.0,0,1
4788,4509.0,2,1.0,2.0,40.0,30,44,1,0,0,0,1,0,1.0,19.0,1,0
4789,165084.0,9,3.0,7.0,90.0,1,5,1,0,0,0,1,0,2.0,19.0,1,0
4790,68915.0,8,2.0,3.0,57.0,2,8,1,0,0,0,1,0,1.0,19.0,0,1
4791,38531.0,4,1.0,1.0,85.0,1,56,1,0,0,0,1,0,1.0,19.0,0,1
4792,38531.0,4,2.0,2.0,45.0,1,44,1,0,0,0,1,0,1.0,20.0,0,1
4793,68915.0,3,1.0,2.0,44.0,2,117,1,0,0,0,1,0,1.0,20.0,0,1
4794,68915.0,4,1.0,2.0,54.0,2,131,1,0,0,0,1,0,1.0,15.0,1,0
4795,68915.0,4,1.0,2.0,66.0,2,96,1,0,0,0,1,0,1.0,19.0,0,1
4796,165084.0,9,3.0,4.0,82.0,1,152,1,0,0,0,1,0,2.0,7.0,0,1
4797,165084.0,2,1.0,1.0,60.0,1,0,0,0,1,0,1,0,1.0,10.0,1,0
4798,8220.0,4,1.0,2.0,40.0,2,0,1,0,0,0,1,0,1.0,14.0,1,0
4799,12424.0,6,2.0,2.0,165.0,1,6,1,0,0,0,1,0,1.0,16.0,1,0
4800,165084.0,8,2.0,5.0,62.0,2,16,1,0,0,0,1,0,2.0,19.0,0,1
4801,68915.0,4,2.0,5.0,61.0,2,38,1,0,0,0,1,0,1.0,20.0,1,0
4802,48959.0,4,1.0,2.0,35.0,2,61,1,0,0,0,1,0,1.0,19.0,0,1
4803,22164.0,2,1.0,1.0,34.0,1,157,1,0,0,0,1,0,1.0,20.0,0,1
4804,2591.0,1,1.0,1.0,16.0,3,29,1,0,0,0,1,0,1.0,11.0,1,0
4805,38531.0,2,1.0,1.0,28.0,3,30,1,0,0,0,1,0,1.0,19.0,1,0
4806,38531.0,3,1.0,1.0,35.0,2,8,1,0,0,0,1,0,1.0,14.0,1,0
4807,23411.0,4,1.0,2.0,49.0,4,17,1,0,0,0,1,0,1.5,19.0,0,1
4808,38531.0,5,2.0,5.0,70.0,3,3,1,0,0,0,1,0,1.0,20.0,1,0
4809,8622.0,3,1.0,2.0,45.0,2,6,1,0,0,0,1,0,1.0,18.0,0,1
4810,165084.0,4,1.0,1.0,45.0,2,42,1,0,0,0,1,0,1.0,17.0,0,1
4811,68915.0,4,2.0,3.0,60.0,5,23,1,0,0,0,1,0,1.0,20.0,0,1
4812,22164.0,4,1.0,2.0,51.0,2,27,1,0,0,0,1,0,1.0,19.0,0,1
4813,10103.0,4,2.0,2.0,50.0,5,1,1,0,0,0,1,0,1.0,12.0,1,0
4814,32190.0,2,1.0,1.0,45.0,1,39,1,0,0,0,1,0,1.0,18.0,0,1
4815,38531.0,4,1.0,1.0,35.0,2,16,1,0,0,0,1,0,1.0,10.0,1,0
4816,48959.0,2,1.0,1.0,49.0,1,55,1,0,0,0,1,0,1.0,20.0,0,1
4817,38531.0,5,2.0,3.0,44.0,2,81,1,0,0,0,1,0,1.0,19.0,1,0
4818,80939.0,2,1.0,1.0,30.0,3,3,1,0,0,0,1,0,1.0,18.0,1,0
4819,48959.0,3,1.0,1.0,28.0,1,10,1,0,0,0,1,0,1.5,17.0,1,0
4820,16742.0,4,1.0,2.0,70.0,60,0,1,0,0,0,1,0,1.0,17.0,1,0
4821,48959.0,4,2.0,3.0,50.0,2,0,1,0,0,0,1,0,1.5,18.0,1,0
4822,3509.0,6,2.0,3.0,30.0,1,56,1,0,0,0,1,0,1.0,18.0,1,0
4823,3508.0,3,1.0,2.0,45.0,3,0,1,0,0,0,1,0,1.0,17.0,1,0
4824,3509.0,3,1.0,4.0,38.0,1,0,1,0,0,0,1,0,1.5,15.0,1,0
4825,48959.0,4,1.0,3.0,48.0,4,38,1,0,0,0,1,0,2.0,20.0,1,0
4826,165084.0,8,4.0,5.0,350.0,2,36,1,0,0,0,1,0,5.0,14.0,0,1
4827,22164.0,3,1.0,2.0,55.0,1,5,1,0,0,0,1,0,1.0,16.0,0,1
4828,1035.0,2,1.0,1.0,42.0,1,34,1,0,0,0,1,0,1.0,12.0,0,1
4829,12424.0,4,2.0,2.0,200.0,2,14,1,0,0,0,1,0,1.5,20.0,1,0
4830,10552.0,6,3.0,2.0,260.0,3,3,1,0,0,0,1,0,2.5,15.0,1,0
4831,24405.0,3,1.0,1.0,29.0,2,112,1,0,0,0,1,0,1.0,10.0,0,1
4832,3780.0,4,1.0,2.0,27.0,5,20,1,0,0,0,1,0,1.0,19.0,0,1
4833,10257.0,4,2.0,2.0,50.0,4,9,1,0,0,0,1,0,1.0,18.0,0,1
4834,25345.0,2,1.0,1.0,238.0,2,122,1,0,0,0,1,0,1.0,18.0,0,1
4835,38531.0,3,1.0,1.0,46.0,1,65,1,0,0,0,1,0,1.0,19.0,0,1
4836,3906.0,4,2.0,2.0,35.0,2,0,1,0,0,0,1,0,1.0,8.0,1,0
4837,4509.0,4,1.0,1.0,53.0,2,0,1,0,0,0,1,0,1.0,17.0,1,0
4838,165084.0,2,1.0,1.0,49.0,1,112,1,0,0,0,1,0,1.0,18.0,1,0
4839,5894.0,4,1.0,1.0,33.0,25,9,1,0,0,0,1,0,1.0,19.0,1,0
4840,33086.0,2,1.0,1.0,30.0,1,0,1,0,0,0,1,0,1.0,14.0,1,0
4841,33086.0,2,1.0,1.0,45.0,2,181,1,0,0,0,1,0,1.0,17.0,0,1
4842,15856.0,4,2.0,2.0,35.0,3,4,1,0,0,0,1,0,1.0,17.0,1,0
4843,5894.0,3,1.0,1.0,20.0,1,172,1,0,0,0,1,0,1.0,16.0,0,1
4844,48959.0,3,2.0,2.0,45.0,2,14,1,0,0,0,1,0,1.0,19.0,1,0
4845,25392.0,5,2.0,4.0,55.0,1,13,1,0,0,0,1,0,1.0,20.0,1,0
4846,165084.0,7,3.0,5.0,352.0,1,12,1,0,0,0,1,0,3.5,19.0,0,1
4847,8622.0,2,1.0,1.0,35.0,2,65,1,0,0,0,1,0,1.0,11.0,1,0
4848,165084.0,5,2.0,2.0,298.0,1,5,1,0,0,0,1,0,3.0,19.0,0,1
4849,165084.0,6,2.0,2.0,298.0,1,4,1,0,0,0,1,0,3.0,19.0,0,1
4850,165084.0,6,2.0,2.0,336.0,1,4,1,0,0,0,1,0,3.0,19.0,0,1
4851,22164.0,5,1.0,4.0,85.0,1,4,1,0,0,0,1,0,1.0,17.0,1,0
4852,80939.0,3,1.0,1.0,50.0,2,0,1,0,0,0,1,0,1.0,13.0,1,0
4853,38531.0,4,1.0,2.0,52.0,2,20,1,0,0,0,1,0,1.0,19.0,1,0
4854,8622.0,4,1.0,2.0,50.0,2,4,1,0,0,0,1,0,1.0,15.0,1,0
4855,68915.0,4,2.0,2.0,69.0,1,84,1,0,0,0,1,0,1.0,16.0,0,1
4856,165084.0,4,1.0,3.0,70.0,1,1,1,0,0,0,1,0,1.0,18.0,1,0
4857,16742.0,3,1.0,2.0,29.0,2,103,1,0,0,0,1,0,1.0,17.0,1,0
4858,165084.0,4,1.0,1.0,98.0,1,0,1,0,0,0,1,0,1.0,9.0,1,0
4859,165084.0,4,1.0,4.0,100.0,1,2,1,0,0,0,1,0,1.0,18.0,1,0
4860,23411.0,4,2.0,3.0,55.0,2,18,1,0,0,0,1,0,1.0,19.0,0,1
4861,1918.0,3,1.0,1.0,50.0,2,16,1,0,0,0,1,0,1.0,18.0,1,0
4862,25392.0,2,1.0,1.0,25.0,1,128,1,0,0,0,1,0,1.0,14.0,1,0
4863,165084.0,6,2.0,2.0,75.0,2,12,1,0,0,0,1,0,2.5,13.0,1,0
4864,15856.0,3,1.0,2.0,27.0,2,12,1,0,0,0,1,0,1.0,19.0,1,0
4865,80939.0,3,1.0,1.0,23.0,15,14,1,0,0,0,1,0,1.0,18.0,0,1
4866,165084.0,3,1.0,2.0,31.0,1,4,0,1,0,0,1,0,1.0,20.0,0,1
4867,165084.0,2,1.0,1.0,30.0,1,4,0,1,0,0,1,0,1.0,20.0,0,1
4868,165084.0,3,1.0,2.0,31.0,1,8,0,1,0,0,1,0,1.0,20.0,0,1
4869,165084.0,2,1.0,1.0,33.0,1,7,0,1,0,0,1,0,1.0,20.0,0,1
4870,165084.0,4,2.0,2.0,110.0,100,3,1,0,0,0,1,0,1.0,14.0,1,0
4871,165084.0,2,1.0,1.0,30.0,1,7,0,1,0,0,1,0,1.0,20.0,0,1
4872,165084.0,2,1.0,1.0,32.0,1,3,0,1,0,0,1,0,1.0,20.0,0,1
4873,165084.0,3,1.0,2.0,35.0,1,11,1,0,0,0,1,0,1.0,15.0,0,1
4874,4509.0,4,2.0,2.0,50.0,2,0,1,0,0,0,1,0,1.0,14.0,1,0
4875,48959.0,7,3.0,4.0,63.0,2,15,1,0,0,0,1,0,2.0,18.0,0,1
4876,23411.0,2,1.0,2.0,49.0,2,52,1,0,0,0,1,0,1.0,17.0,0,1
4877,80939.0,2,1.0,1.0,35.0,1,2,1,0,0,0,1,0,1.0,16.0,1,0
4878,165084.0,3,1.0,2.0,26.0,2,122,1,0,0,0,1,0,1.0,19.0,0,1
4879,165084.0,6,2.0,2.0,90.0,1,15,1,0,0,0,1,0,1.0,20.0,0,1
4880,165084.0,4,1.0,1.0,50.0,1,37,1,0,0,0,1,0,1.0,20.0,0,1
4881,165084.0,4,1.0,1.0,50.0,2,53,1,0,0,0,1,0,1.0,20.0,0,1
4882,165084.0,4,1.0,1.0,50.0,2,19,1,0,0,0,1,0,1.0,19.0,0,1
4883,165084.0,5,1.0,1.0,50.0,2,46,1,0,0,0,1,0,1.0,19.0,0,1
4884,68915.0,6,1.0,3.0,80.0,2,230,1,0,0,0,1,0,1.0,20.0,0,1
4885,25392.0,6,2.0,4.0,43.0,2,13,1,0,0,0,1,0,1.0,20.0,0,1
4886,23411.0,6,2.0,4.0,98.0,5,0,1,0,0,0,1,0,1.0,13.0,1,0
4887,2995.0,2,1.0,1.0,35.0,3,14,1,0,0,0,1,0,1.0,18.0,1,0
4888,165084.0,2,1.0,1.0,90.0,2,3,1,0,0,0,1,0,1.0,18.0,1,0
4889,68915.0,2,1.0,1.0,34.0,1,75,1,0,0,0,1,0,1.0,14.0,0,1
4890,8622.0,3,1.0,2.0,39.0,2,118,1,0,0,0,1,0,1.0,18.0,0,1
4891,80939.0,6,3.0,4.0,250.0,2,16,1,0,0,0,1,0,2.0,19.0,0,1
4892,80939.0,2,1.0,1.0,28.0,3,2,1,0,0,0,1,0,1.0,18.0,1,0
4893,165084.0,1,1.0,1.0,51.0,1,0,0,1,0,0,1,0,1.0,12.0,1,0
4894,38531.0,14,4.0,5.0,137.0,1,40,1,0,0,0,1,0,2.5,19.0,1,0
4895,33086.0,6,3.0,3.0,141.0,2,41,1,0,0,0,1,0,3.0,18.0,1,0
4896,165084.0,4,1.0,2.0,142.0,2,6,1,0,0,0,1,0,1.0,12.0,1,0
4897,38531.0,2,1.0,1.0,30.0,2,36,1,0,0,0,1,0,1.0,17.0,1,0
4898,165084.0,2,1.0,1.0,92.0,1,0,0,1,0,0,1,0,1.0,10.0,1,0
