,id,host_is_superhost,neighbourhood_cleansed,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,Home or apt,Hotel room,Private room,Shared room,Private Bath,Shared Bath,bathrooms_number,amenities
4690,32397207,t,ΠΕΔΙΟ ΑΡΕΩΣ,4,1.0,2.0,44.0,2,22,1,0,0,0,1,0,1.0,19.0
4691,32402201,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,6,2.0,3.0,35.0,3,44,1,0,0,0,1,0,1.0,18.0
4692,32403226,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,4.0,35.0,1,23,1,0,0,0,1,0,1.0,19.0
4693,32404256,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,3,1.0,2.0,35.0,1,213,1,0,0,0,1,0,1.0,6.0
4694,32410299,t,ΚΕΡΑΜΕΙΚΟΣ,2,1.0,1.0,39.0,2,15,1,0,0,0,1,0,1.0,18.0
4695,32411926,t,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,4,1.0,3.0,32.0,2,11,1,0,0,0,1,0,1.0,17.0
4696,32412384,t,ΣΕΠΟΛΙΑ,4,1.0,4.0,30.0,2,16,1,0,0,0,1,0,1.5,20.0
4697,32413731,t,ΣΤΑΔΙΟ,4,1.0,2.0,51.0,2,53,1,0,0,0,1,0,1.0,16.0
4698,32414198,t,ΘΗΣΕΙΟ,4,1.0,2.0,120.0,1,21,1,0,0,0,1,0,1.0,19.0
4699,32432265,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3,1.0,2.0,45.0,2,1,1,0,0,0,1,0,1.0,20.0
4700,32436976,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,4,1.0,2.0,55.0,3,0,1,0,0,0,1,0,1.0,12.0
4701,32437799,f,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,4,1.0,1.0,35.0,2,3,1,0,0,0,1,0,1.0,18.0
4702,32445186,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,4,2.0,2.0,30.0,5,0,1,0,0,0,1,0,1.0,18.0
4703,32456454,f,ΚΟΛΩΝΑΚΙ,10,4.0,7.0,168.0,2,34,1,0,0,0,1,0,3.0,18.0
4704,32463338,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,6,2.0,3.0,69.0,2,29,1,0,0,0,1,0,1.0,19.0
4705,32465930,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,1.0,82.0,1,129,1,0,0,0,1,0,1.5,19.0
4706,32466881,t,ΠΕΤΡΑΛΩΝΑ,2,1.0,1.0,47.0,2,61,1,0,0,0,1,0,1.0,17.0
4707,32472418,t,ΚΕΡΑΜΕΙΚΟΣ,4,1.0,2.0,29.0,2,89,1,0,0,0,1,0,1.0,20.0
4708,32482673,f,ΘΗΣΕΙΟ,6,2.0,4.0,59.0,1,42,1,0,0,0,1,0,2.0,19.0
4709,32482765,f,ΘΗΣΕΙΟ,5,2.0,3.0,79.0,2,20,1,0,0,0,1,0,1.0,16.0
4710,32482845,t,ΓΚΥΖΗ,5,2.0,4.0,50.0,3,37,1,0,0,0,1,0,1.0,16.0
4711,32485016,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,6,2.0,2.0,98.0,2,3,1,0,0,0,1,0,1.0,18.0
4712,32497056,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6,3.0,4.0,66.0,2,2,1,0,0,0,1,0,3.0,9.0
4713,32499283,f,ΙΛΙΣΙΑ,4,2.0,3.0,45.0,1,16,1,0,0,0,1,0,1.0,18.0
4714,32510565,f,ΝΕΟΣ ΚΟΣΜΟΣ,6,3.0,4.0,80.0,2,0,1,0,0,0,1,0,2.0,10.0
4715,32511334,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,4,1.0,2.0,94.0,1,26,1,0,0,0,1,0,1.5,18.0
4716,32512782,t,ΚΟΛΩΝΟΣ,4,1.0,1.0,38.0,1,23,1,0,0,0,1,0,1.5,17.0
4717,32513538,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,3,1.0,1.0,30.0,15,31,1,0,0,0,1,0,1.0,18.0
4718,32517933,f,ΚΟΛΟΚΥΝΘΟΥ,2,2.0,2.0,40.0,20,0,0,0,1,0,0,1,1.0,8.0
4719,32520036,f,ΚΟΛΟΚΥΝΘΟΥ,4,2.0,2.0,40.0,20,0,1,0,0,0,1,0,1.0,5.0
4720,32520356,f,ΝΙΡΒΑΝΑ,2,1.0,1.0,23.0,3,26,1,0,0,0,1,0,1.0,19.0
4721,32522584,t,ΠΕΔΙΟ ΑΡΕΩΣ,4,1.0,2.0,45.0,2,19,1,0,0,0,1,0,1.0,17.0
4722,32522608,f,ΚΥΨΕΛΗ,8,3.0,3.0,55.0,4,11,1,0,0,0,1,0,2.0,17.0
4723,32524733,t,ΝΕΟΣ ΚΟΣΜΟΣ,4,1.0,2.0,25.0,1,100,1,0,0,0,1,0,1.0,19.0
4724,32534492,t,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,4,1.0,2.0,30.0,1,2,1,0,0,0,1,0,1.0,18.0
4725,32534674,f,ΚΟΛΟΚΥΝΘΟΥ,2,1.0,1.0,29.0,3,73,1,0,0,0,1,0,1.0,18.0
4726,32538890,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,9,3.0,5.0,119.0,1,49,1,0,0,0,1,0,2.0,20.0
4727,32544401,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,30.0,2,16,0,0,1,0,1,0,1.0,10.0
4728,32562301,f,ΝΕΟΣ ΚΟΣΜΟΣ,5,1.0,2.0,39.0,1,59,1,0,0,0,1,0,1.0,20.0
4729,32563725,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,149.0,2,0,1,0,0,0,1,0,1.0,19.0
4730,32564056,t,ΠΑΓΚΡΑΤΙ,2,1.0,0.0,44.0,2,7,1,0,0,0,1,0,1.0,18.0
4731,32564907,f,ΚΕΡΑΜΕΙΚΟΣ,6,2.0,4.0,66.0,1,41,1,0,0,0,1,0,1.0,20.0
4732,32577519,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,4,1.0,2.0,33.0,2,29,1,0,0,0,1,0,1.0,19.0
4733,32579674,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,4,2.0,4.0,60.0,7,3,1,0,0,0,1,0,1.5,19.0
4734,32587708,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,2,2.0,2.0,19.0,60,0,1,0,0,0,1,0,1.0,17.0
4735,32592749,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6,2.0,2.0,55.0,1,103,1,0,0,0,1,0,1.0,13.0
4736,32598769,t,ΓΚΥΖΗ,5,2.0,4.0,38.0,2,18,1,0,0,0,1,0,1.0,19.0
4737,32601346,f,ΛΥΚΑΒΗΤΤΟΣ,3,1.0,2.0,37.0,1,39,1,0,0,0,1,0,1.0,18.0
4738,32610670,f,ΑΜΠΕΛΟΚΗΠΟΙ,1,1.0,1.0,22.0,1,0,0,0,1,0,0,1,1.5,10.0
4739,32622918,f,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,5,2.0,2.0,51.0,2,10,1,0,0,0,1,0,1.0,18.0
4740,32624412,f,ΑΚΡΟΠΟΛΗ,4,1.0,1.0,78.0,2,20,1,0,0,0,1,0,1.0,19.0
4741,32624780,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3,1.0,2.0,25.0,1,16,1,0,0,0,1,0,1.0,14.0
4742,32628197,f,ΖΑΠΠΕΙΟ,4,1.0,1.0,37.0,1,26,1,0,0,0,1,0,1.0,18.0
4743,32628846,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,39.0,2,0,1,0,0,0,1,0,1.0,18.0
4744,32629496,f,ΣΕΠΟΛΙΑ,4,1.0,2.0,34.0,1,4,1,0,0,0,1,0,1.0,19.0
4745,32634089,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,2.0,17.0,1,97,0,0,1,0,0,1,3.0,14.0
4746,32637907,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,27.0,2,56,1,0,0,0,1,0,1.5,17.0
4747,32649434,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,2.0,17.0,1,68,0,0,1,0,0,1,3.0,14.0
4748,32649496,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,2.0,114.0,1,4,1,0,0,0,1,0,1.0,20.0
4749,32649552,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,2.0,17.0,1,95,0,0,1,0,0,1,3.0,14.0
4750,32649686,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,16,10.0,16.0,340.0,2,11,1,0,0,0,1,0,5.0,14.0
4751,32649762,t,ΑΝΩ ΚΥΨΕΛΗ,2,1.0,1.0,35.0,1,32,1,0,0,0,1,0,1.0,16.0
4752,32649918,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,2.0,17.0,1,109,0,0,1,0,0,1,3.0,14.0
4753,32650034,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,2.0,16.0,1,108,0,0,1,0,0,1,3.0,14.0
4754,32650458,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,2.0,15.0,1,87,0,0,1,0,0,1,3.0,14.0
4755,32650553,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,2.0,13.0,1,124,0,0,1,0,0,1,3.0,13.0
4756,32653309,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,6,2.0,5.0,25.0,2,29,1,0,0,0,1,0,1.0,18.0
4757,32655145,f,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,4,1.0,2.0,60.0,7,0,1,0,0,0,1,0,1.0,5.0
4758,32656017,f,ΚΕΡΑΜΕΙΚΟΣ,4,2.0,2.0,52.0,1,1,1,0,0,0,1,0,1.0,19.0
4759,32656566,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,15,6.0,8.0,260.0,2,8,1,0,0,0,1,0,3.0,17.0
4760,32663763,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5,2.0,3.0,68.0,1,99,1,0,0,0,1,0,1.0,17.0
4761,32663867,f,ΝΕΟΣ ΚΟΣΜΟΣ,4,1.0,3.0,80.0,1,142,1,0,0,0,1,0,1.5,19.0
4762,32665422,f,ΑΜΠΕΛΟΚΗΠΟΙ,2,2.0,2.0,30.0,1,9,1,0,0,0,1,0,1.5,18.0
4763,32665807,f,ΣΤΑΔΙΟ,3,1.0,2.0,21.0,2,141,1,0,0,0,1,0,1.5,15.0
4764,32671959,f,ΑΜΠΕΛΟΚΗΠΟΙ,4,2.0,2.0,25.0,1,54,1,0,0,0,1,0,1.0,19.0
4765,32676418,t,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,2,1.0,1.0,47.0,3,18,1,0,0,0,1,0,1.0,18.0
4766,32677196,t,ΑΚΡΟΠΟΛΗ,3,1.0,1.0,34.0,2,118,1,0,0,0,1,0,1.0,7.0
4767,32677573,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,1.0,100.0,2,95,1,0,0,0,1,0,1.0,18.0
4768,32681558,f,ΑΝΩ ΠΑΤΗΣΙΑ,2,1.0,1.0,42.0,1,5,1,0,0,0,1,0,1.0,14.0
4769,32681946,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,2.0,3.0,82.0,1,3,1,0,0,0,1,0,1.0,14.0
4770,32686280,t,ΓΟΥΔΙ,4,1.0,2.0,50.0,2,9,1,0,0,0,1,0,1.0,18.0
4771,32692826,f,ΑΜΠΕΛΟΚΗΠΟΙ,2,1.0,1.0,25.0,5,0,0,0,1,0,0,1,1.0,13.0
4772,32695394,f,ΣΤΑΔΙΟ,2,1.0,1.0,50.0,1,18,1,0,0,0,1,0,1.0,14.0
4773,32704663,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,4,1.0,4.0,33.0,3,1,1,0,0,0,1,0,1.0,19.0
4774,32704831,t,ΣΤΑΔΙΟ,2,2.0,2.0,85.0,4,65,1,0,0,0,1,0,1.0,13.0
4775,32706562,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5,2.0,3.0,170.0,1,1,1,0,0,0,1,0,1.0,12.0
4776,32706564,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,2.0,153.0,1,5,1,0,0,0,1,0,1.0,10.0
4777,32706567,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,136.0,1,2,0,0,1,0,1,0,1.0,11.0
4778,32708796,f,ΘΗΣΕΙΟ,6,2.0,2.0,79.0,2,51,1,0,0,0,1,0,2.0,16.0
4779,32735001,t,ΝΕΟΣ ΚΟΣΜΟΣ,4,2.0,2.0,65.0,3,71,1,0,0,0,1,0,1.0,19.0
4780,32735477,f,ΕΛΛΗΝΟΡΩΣΩΝ,2,2.0,2.0,40.0,1,0,1,0,0,0,1,0,1.0,14.0
4781,32737810,f,ΛΥΚΑΒΗΤΤΟΣ,7,4.0,5.0,200.0,2,0,1,0,0,0,1,0,2.5,19.0
4782,32740358,f,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,6,2.0,2.0,93.0,3,0,1,0,0,0,1,0,1.0,10.0
4783,32742480,f,ΓΚΥΖΗ,3,2.0,2.0,30.0,2,8,0,0,1,0,1,0,1.0,19.0
4784,32744430,t,ΖΑΠΠΕΙΟ,2,1.0,1.0,35.0,1,222,1,0,0,0,1,0,1.0,19.0
4785,32757531,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,6,2.0,3.0,64.0,1,1,1,0,0,0,1,0,1.0,19.0
4786,32759628,t,ΝΕΟΣ ΚΟΣΜΟΣ,3,1.0,2.0,39.0,1,182,1,0,0,0,1,0,1.0,20.0
4787,32764692,t,ΖΑΠΠΕΙΟ,4,1.0,1.0,32.0,1,188,1,0,0,0,1,0,1.0,19.0
4788,32765823,f,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,2,1.0,2.0,40.0,30,44,1,0,0,0,1,0,1.0,19.0
4789,32775053,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,9,3.0,7.0,90.0,1,5,1,0,0,0,1,0,2.0,19.0
4790,32775788,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,8,2.0,3.0,57.0,2,8,1,0,0,0,1,0,1.0,19.0
4791,32787665,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,4,1.0,1.0,85.0,1,56,1,0,0,0,1,0,1.0,19.0
4792,32796796,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,4,2.0,2.0,45.0,1,44,1,0,0,0,1,0,1.0,20.0
4793,32797246,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3,1.0,2.0,44.0,2,117,1,0,0,0,1,0,1.0,20.0
4794,32798572,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,2.0,54.0,2,131,1,0,0,0,1,0,1.0,15.0
4795,32811122,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,2.0,66.0,2,96,1,0,0,0,1,0,1.0,19.0
4796,32814756,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,9,3.0,4.0,82.0,1,152,1,0,0,0,1,0,2.0,7.0
4797,32826430,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,60.0,1,0,0,0,1,0,1,0,1.0,10.0
4798,32827293,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,4,1.0,2.0,40.0,2,0,1,0,0,0,1,0,1.0,14.0
4799,32827460,f,ΙΛΙΣΙΑ,6,2.0,2.0,165.0,1,6,1,0,0,0,1,0,1.0,16.0
4800,32831148,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,8,2.0,5.0,62.0,2,16,1,0,0,0,1,0,2.0,19.0
4801,32832202,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,2.0,5.0,61.0,2,38,1,0,0,0,1,0,1.0,20.0
4802,32836008,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,4,1.0,2.0,35.0,2,61,1,0,0,0,1,0,1.0,19.0
4803,32840421,t,ΖΑΠΠΕΙΟ,2,1.0,1.0,34.0,1,157,1,0,0,0,1,0,1.0,20.0
4804,32840671,f,ΑΝΩ ΚΥΨΕΛΗ,1,1.0,1.0,16.0,3,29,1,0,0,0,1,0,1.0,11.0
4805,32841822,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2,1.0,1.0,28.0,3,30,1,0,0,0,1,0,1.0,19.0
4806,32856588,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,3,1.0,1.0,35.0,2,8,1,0,0,0,1,0,1.0,14.0
4807,32877064,t,ΠΑΓΚΡΑΤΙ,4,1.0,2.0,49.0,4,17,1,0,0,0,1,0,1.5,19.0
4808,32880791,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,5,2.0,5.0,70.0,3,3,1,0,0,0,1,0,1.0,20.0
4809,32883897,t,ΓΟΥΔΙ,3,1.0,2.0,45.0,2,6,1,0,0,0,1,0,1.0,18.0
4810,32888970,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,1.0,45.0,2,42,1,0,0,0,1,0,1.0,17.0
4811,32892365,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,2.0,3.0,60.0,5,23,1,0,0,0,1,0,1.0,20.0
4812,32894636,t,ΖΑΠΠΕΙΟ,4,1.0,2.0,51.0,2,27,1,0,0,0,1,0,1.0,19.0
4813,32897259,f,ΒΟΤΑΝΙΚΟΣ,4,2.0,2.0,50.0,5,1,1,0,0,0,1,0,1.0,12.0
4814,32904842,t,ΚΟΛΩΝΑΚΙ,2,1.0,1.0,45.0,1,39,1,0,0,0,1,0,1.0,18.0
4815,32905347,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,4,1.0,1.0,35.0,2,16,1,0,0,0,1,0,1.0,10.0
4816,32921918,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,49.0,1,55,1,0,0,0,1,0,1.0,20.0
4817,32929381,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,5,2.0,3.0,44.0,2,81,1,0,0,0,1,0,1.0,19.0
4818,32933346,f,ΝΕΟΣ ΚΟΣΜΟΣ,2,1.0,1.0,30.0,3,3,1,0,0,0,1,0,1.0,18.0
4819,32933922,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,1.0,1.0,28.0,1,10,1,0,0,0,1,0,1.5,17.0
4820,32938340,f,ΠΕΤΡΑΛΩΝΑ,4,1.0,2.0,70.0,60,0,1,0,0,0,1,0,1.0,17.0
4821,32953910,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,4,2.0,3.0,50.0,2,0,1,0,0,0,1,0,1.5,18.0
4822,32962478,f,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,6,2.0,3.0,30.0,1,56,1,0,0,0,1,0,1.0,18.0
4823,32972003,f,ΚΟΛΩΝΟΣ,3,1.0,2.0,45.0,3,0,1,0,0,0,1,0,1.0,17.0
4824,32972194,f,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,3,1.0,4.0,38.0,1,0,1,0,0,0,1,0,1.5,15.0
4825,32972704,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,4,1.0,3.0,48.0,4,38,1,0,0,0,1,0,2.0,20.0
4826,32983117,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,8,4.0,5.0,350.0,2,36,1,0,0,0,1,0,5.0,14.0
4827,32983409,t,ΖΑΠΠΕΙΟ,3,1.0,2.0,55.0,1,5,1,0,0,0,1,0,1.0,16.0
4828,32998177,t,ΠΟΛΥΓΩΝΟ,2,1.0,1.0,42.0,1,34,1,0,0,0,1,0,1.0,12.0
4829,33001641,f,ΙΛΙΣΙΑ,4,2.0,2.0,200.0,2,14,1,0,0,0,1,0,1.5,20.0
4830,33002415,f,ΛΥΚΑΒΗΤΤΟΣ,6,3.0,2.0,260.0,3,3,1,0,0,0,1,0,2.5,15.0
4831,33006281,t,ΣΤΑΔΙΟ,3,1.0,1.0,29.0,2,112,1,0,0,0,1,0,1.0,10.0
4832,33007266,t,ΝΕΑ ΚΥΨΕΛΗ,4,1.0,2.0,27.0,5,20,1,0,0,0,1,0,1.0,19.0
4833,33010348,t,ΚΥΨΕΛΗ,4,2.0,2.0,50.0,4,9,1,0,0,0,1,0,1.0,18.0
4834,33010416,t,ΘΗΣΕΙΟ,2,1.0,1.0,238.0,2,122,1,0,0,0,1,0,1.0,18.0
4835,33013896,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,3,1.0,1.0,46.0,1,65,1,0,0,0,1,0,1.0,19.0
4836,33014411,f,ΓΚΥΖΗ,4,2.0,2.0,35.0,2,0,1,0,0,0,1,0,1.0,8.0
4837,33015408,f,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,4,1.0,1.0,53.0,2,0,1,0,0,0,1,0,1.0,17.0
4838,33016098,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,49.0,1,112,1,0,0,0,1,0,1.0,18.0
4839,33018544,f,ΠΑΤΗΣΙΑ,4,1.0,1.0,33.0,25,9,1,0,0,0,1,0,1.0,19.0
4840,33018620,f,ΑΚΡΟΠΟΛΗ,2,1.0,1.0,30.0,1,0,1,0,0,0,1,0,1.0,14.0
4841,33018721,t,ΑΚΡΟΠΟΛΗ,2,1.0,1.0,45.0,2,181,1,0,0,0,1,0,1.0,17.0
4842,33037398,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,4,2.0,2.0,35.0,3,4,1,0,0,0,1,0,1.0,17.0
4843,33038191,t,ΠΑΤΗΣΙΑ,3,1.0,1.0,20.0,1,172,1,0,0,0,1,0,1.0,16.0
4844,33040149,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,2.0,2.0,45.0,2,14,1,0,0,0,1,0,1.0,19.0
4845,33040219,f,ΑΜΠΕΛΟΚΗΠΟΙ,5,2.0,4.0,55.0,1,13,1,0,0,0,1,0,1.0,20.0
4846,33071039,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,7,3.0,5.0,352.0,1,12,1,0,0,0,1,0,3.5,19.0
4847,33071122,f,ΓΟΥΔΙ,2,1.0,1.0,35.0,2,65,1,0,0,0,1,0,1.0,11.0
4848,33071601,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5,2.0,2.0,298.0,1,5,1,0,0,0,1,0,3.0,19.0
4849,33072057,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6,2.0,2.0,298.0,1,4,1,0,0,0,1,0,3.0,19.0
4850,33072369,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6,2.0,2.0,336.0,1,4,1,0,0,0,1,0,3.0,19.0
4851,33073370,f,ΖΑΠΠΕΙΟ,5,1.0,4.0,85.0,1,4,1,0,0,0,1,0,1.0,17.0
4852,33079748,f,ΝΕΟΣ ΚΟΣΜΟΣ,3,1.0,1.0,50.0,2,0,1,0,0,0,1,0,1.0,13.0
4853,33083330,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,4,1.0,2.0,52.0,2,20,1,0,0,0,1,0,1.0,19.0
4854,33084882,f,ΓΟΥΔΙ,4,1.0,2.0,50.0,2,4,1,0,0,0,1,0,1.0,15.0
4855,33085069,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,2.0,2.0,69.0,1,84,1,0,0,0,1,0,1.0,16.0
4856,33085887,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,3.0,70.0,1,1,1,0,0,0,1,0,1.0,18.0
4857,33087088,f,ΠΕΤΡΑΛΩΝΑ,3,1.0,2.0,29.0,2,103,1,0,0,0,1,0,1.0,17.0
4858,33090023,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,1.0,98.0,1,0,1,0,0,0,1,0,1.0,9.0
4859,33090661,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,4.0,100.0,1,2,1,0,0,0,1,0,1.0,18.0
4860,33092354,t,ΠΑΓΚΡΑΤΙ,4,2.0,3.0,55.0,2,18,1,0,0,0,1,0,1.0,19.0
